Symbol,Name,Country,IPO Year,Volume,Sector,Industry
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,United States,1993,113911,Finance,Investment Managers
NPWR,NET Power Inc. Class A Common Stock,United States,2021,377127,Energy,Industrial Machinery/Components
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,United States,1991,51864,Finance,Trusts Except Educational Religious and Charitable
NR,Newpark Resources Inc. Common Stock,United States,,610395,Industrials,Metal Fabrications
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,United States,2016,34660,Health Care,Biotechnology: Pharmaceutical Preparations
NRC,National Research Corporation Common Stock (Delaware),United States,,67988,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,NerdWallet Inc. Class A Common Stock,United States,2021,475773,Technology,EDP Services
NRDY,Nerdy Inc. Class A Common Stock,United States,2020,1257500,Real Estate,Other Consumer Services
NREF,NexPoint Real Estate Finance Inc. Common Stock,United States,2020,37395,Real Estate,Real Estate Investment Trusts
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,United States,,783,,
NRG,NRG Energy Inc. Common Stock,United States,,2103659,Utilities,Electric Utilities: Central
NRGV,Energy Vault Holdings Inc. Common Stock,United States,2021,573880,Miscellaneous,Industrial Machinery/Components
NRIM,Northrim BanCorp Inc Common Stock,United States,,24127,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,United States,2020,424838,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,United States,2002,88531,Finance,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,United States,2003,181073,Finance,Finance/Investors Services
NRP,Natural Resource Partners LP Limited Partnership,United States,2002,21385,Energy,Coal Mining
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,Israel,2021,800614,Health Care,Biotechnology: Pharmaceutical Preparations
NRT,North European Oil Royality Trust Common Stock,United States,,30603,Energy,Oil & Gas Production
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),United States,2019,14454,Finance,Diversified Financial Services
NRXP,NRX Pharmaceuticals Inc. Common Stock,United States,2017,57540,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,United States,2017,598,Health Care,Biotechnology: Pharmaceutical Preparations
NRXS,Neuraxis Inc. Common Stock,,2023,4659,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,United States,2015,496161,Real Estate,Real Estate Investment Trusts
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),United States,,68175,,
NSA^B,National Storage Affiliates Trust 6.000% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,11623,,
NSC,Norfolk Southern Corporation Common Stock,United States,,1223703,Industrials,Railroads
NSIT,Insight Enterprises Inc. Common Stock,United States,1995,77746,Consumer Discretionary,Catalog/Specialty Distribution
NSP,Insperity Inc. Common Stock,United States,,293400,Consumer Discretionary,Professional Services
NSPR,InspireMD Inc. Common Stock,Israel,,14136,Health Care,Medical/Dental Instruments
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,,326787,Telecommunications,Telecommunications Equipment
NSTS,NSTS Bancorp Inc. Common Stock,United States,2022,5675,Finance,Savings Institutions
NSYS,Nortech Systems Incorporated Common Stock,United States,,3099,Technology,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,United States,1995,1693433,Technology,Electronic Components
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Bermuda,2016,116197,Finance,Commercial Banks
NTBL,Notable Labs Ltd. Ordinary Shares,United States,2014,25655,Health Care,Biotechnology: Pharmaceutical Preparations
NTCT,NetScout Systems Inc. Common Stock,United States,1999,527134,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,China,,2754386,Technology,Computer Software: Prepackaged Software
NTG,Tortoise Midstream Energy Fund Inc. Common Stock,,2010,16884,Finance,Finance Companies
NTGR,NETGEAR Inc. Common Stock,United States,2003,402661,Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,United States,,26607,Industrials,Industrial Specialties
NTIP,Network-1 Technologies Inc. Common Stock,United States,,36037,Miscellaneous,Multi-Sector Companies
NTLA,Intellia Therapeutics Inc. Common Stock,United States,2016,1048389,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,United States,2016,1708355,Technology,Computer Software: Prepackaged Software
NTR,Nutrien Ltd. Common Shares,Canada,2018,2274185,Industrials,Agricultural Chemicals
NTRA,Natera Inc. Common Stock,United States,2015,1052277,Health Care,Medical Specialities
NTRB,Nutriband Inc. Common Stock,United States,,75544,Health Care,Industrial Specialties
NTRBW,Nutriband Inc. Warrant,United States,,1060,Health Care,Industrial Specialties
NTRP,NextTrip Inc. Common Stock,United States,,6739,Consumer Discretionary,Miscellaneous manufacturing industries
NTRS,Northern Trust Corporation Common Stock,United States,,839116,Finance,Major Banks
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,United States,,20393,Finance,Major Banks
NTST,NetSTREIT Corp. Common Stock,United States,2020,650271,Real Estate,Real Estate Investment Trusts
NTWK,NetSol Technologies Inc. Common  Stock,United States,,4227,Technology,Computer Software: Prepackaged Software
NTZ,Natuzzi S.p.A.,Italy,1993,925,Consumer Discretionary,Home Furnishings
NU,Nu Holdings Ltd. Class A Ordinary Shares,Cayman Islands,2021,16921405,Finance,Finance: Consumer Services
NUE,Nucor Corporation Common Stock,United States,,1464964,Industrials,Steel/Iron Ore
NUKK,Nukkleus Inc. Common Stock,China,2020,38179577,Consumer Discretionary,Professional Services
NUKKW,Nukkleus Inc. Warrants,China,2020,39618,Consumer Discretionary,Professional Services
NURO,NeuroMetrix Inc. Common Stock,United States,2004,27507,Health Care,Medical/Dental Instruments
NUS,Nu Skin Enterprises Inc. Common Stock,United States,1996,1282751,Health Care,Other Pharmaceuticals
NUTX,Nutex Health Inc. Common Stock,United States,,106549,Consumer Discretionary,Business Services
NUV,Nuveen Municipal Value Fund Inc. Common Stock,United States,1987,260389,Finance,Trusts Except Educational Religious and Charitable
NUVB,Nuvation Bio Inc. Class A Common Stock,United States,2020,1582369,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent Inc. Class A Common Stock,United States,2021,518724,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,United States,2009,42376,Finance,Investment Managers
NUWE,Nuwellis Inc. Common Stock,United States,,51212,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee Inc. Common Stock,United States,,15458677,Consumer Discretionary,Other Specialty Stores
NVA,Nova Minerals Limited American Depositary Shares,Australia,2024,158441,Basic Materials,Precious Metals
NVAWW,Nova Minerals Limited Warrant,Australia,2024,411,,
NVAX,Novavax Inc. Common Stock,United States,,6554501,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited Ordinary Shares,Jersey,2015,551489,Health Care,Medical/Dental Instruments
NVCT,Nuvectis Pharma Inc. Common Stock,United States,2022,81514,Health Care,Biotechnology: Pharmaceutical Preparations
NVDA,NVIDIA Corporation Common Stock,United States,1999,353247028,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,United States,,18557,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,United States,2013,93937,Consumer Discretionary,Other Consumer Services
NVEI,Nuvei Corporation Subordinate Voting Shares,Canada,,244767,Consumer Discretionary,Business Services
NVFY,Nova Lifestyle Inc. Common Stock,United States,,3823,Consumer Discretionary,Home Furnishings
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,United States,2002,523348,Finance,Investment Managers
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),Isle of Man,2013,236523,Consumer Discretionary,Marine Transportation
NVMI,Nova Ltd. Ordinary Shares,Israel,2000,77969,Technology,Electronic Components
NVNI,Nvni Group Limited Ordinary Shares,Cayman Islands,,6089,Technology,Computer Software: Prepackaged Software
NVNIW,Nvni Group Limited Warrants,Cayman Islands,,653,Technology,Computer Software: Prepackaged Software
NVNO,enVVeno Medical Corporation Common Stock,United States,2018,36268,Health Care,Medical/Dental Instruments
NVO,Novo Nordisk A/S Common Stock,Denmark,,4966434,Health Care,Biotechnology: Pharmaceutical Preparations
NVOS,Novo Integrated Sciences Inc. Common Stock,United States,,73951,Industrials,Industrial Machinery/Components
NVR,NVR Inc. Common Stock,United States,1998,21088,Consumer Discretionary,Homebuilding
NVRI,Enviri Corporation Common Stock,United States,,264362,Miscellaneous,Diversified Commercial Services
NVRO,Nevro Corp. Common Stock,United States,2014,376619,Health Care,Medical/Dental Instruments
NVS,Novartis AG Common Stock,Switzerland,,955866,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Envista Holdings Corporation Common Stock,United States,2019,1130658,Health Care,Medical/Dental Instruments
NVT,nVent Electric plc Ordinary Shares ,United Kingdom,2018,1912806,Industrials,Industrial Machinery/Components
NVTS,Navitas Semiconductor Corporation Common Stock,United States,,2651516,Technology,Semiconductors
NVVE,Nuvve Holding Corp. Common Stock,China,2020,602122,Industrials,Electrical Products
NVVEW,Nuvve Holding Corp. Warrant,China,2020,422868,Industrials,Electrical Products
NVX,NOVONIX Limited American Depository Shares,Australia,,8366,Miscellaneous,Industrial Machinery/Components
NWBI,Northwest Bancshares Inc. Common Stock,United States,2009,534471,Finance,Major Banks
NWE,NorthWestern Energy Group Inc. Common Stock,United States,,356089,Utilities,Power Generation
NWFL,Norwood Financial Corp. Common Stock,United States,,4772,Finance,Major Banks
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),United Kingdom,2022,1838403,Finance,Commercial Banks
NWGL,Nature Wood Group Limited American Depositary Shares,China,2023,41022,Energy,
NWL,Newell Brands Inc. Common Stock,United States,,6479766,Industrials,Plastic Products
NWN,Northwest Natural Holding Company Common Stock,United States,,211016,Utilities,Oil/Gas Transmission
NWPX,Northwest Pipe Company Common Stock,United States,1995,22199,Industrials,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,United States,,398624,Consumer Discretionary,Newspapers/Magazines
NWSA,News Corporation Class A Common Stock,United States,,1425123,Consumer Discretionary,Newspapers/Magazines
NWTN,NWTN Inc. Class B Ordinary Shares,United Arab Emirates,,53674,Consumer Discretionary,Auto Manufacturing
NWTNW,NWTN Inc. Warrant,United Arab Emirates,,3613,Consumer Discretionary,Auto Manufacturing
NX,Quanex Building Products Corporation Common Stock,United States,,623280,Industrials,Metal Fabrications
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,United States,1992,14150,Finance,Investment Managers
NXDT,NexPoint Diversified Real Estate Trust Common Stock,United States,,72017,Real Estate,Real Estate Investment Trusts
NXDT^A,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),United States,,4459,,
NXE,Nexgen Energy Ltd. Common Shares,Canada,2017,8264609,Basic Materials,Other Metals and Minerals
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,2012,29588,,
NXGL,NexGel Inc Common Stock,United States,2021,40666,Health Care,Medical/Dental Instruments
NXGLW,NexGel Inc Warrant,United States,2021,8734,Health Care,Medical/Dental Instruments
NXJ,Nuveen New Jersey Qualified Municipal Fund ,United States,2001,88140,Finance,Finance/Investors Services
NXL,Nexalin Technology Inc. Common Stock,United States,2022,88125,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXLIW,Nexalin Technology Inc. Warrant,United States,2022,70,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,United States,1992,564,Finance,Trusts Except Educational Religious and Charitable
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,United States,1992,66132,Finance,Trusts Except Educational Religious and Charitable
NXPI,NXP Semiconductors N.V. Common Stock,Netherlands,2010,1913912,Technology,Semiconductors
NXPL,NextPlat Corp Common Stock,United States,,39667,Telecommunications,Telecommunications Equipment
NXPLW,NextPlat Corp Warrants,United States,,1867,Telecommunications,Telecommunications Equipment
NXRT,NexPoint Residential Trust Inc. Common Stock,United States,2015,177246,Real Estate,Real Estate Investment Trusts
NXST,Nexstar Media Group Inc. Common Stock,United States,2003,401900,Industrials,Broadcasting
NXT,Nextracker Inc. Class A Common Stock,United States,2023,1969419,Industrials,Industrial Machinery/Components
NXTC,NextCure Inc. Common Stock,United States,2019,30350,Health Care,Biotechnology: Pharmaceutical Preparations
NXTT,Next Technology Holding Inc. Ordinary Shares,China,,63695,Technology,EDP Services
NXU,Nxu Inc. Class A Common Stock,United States,2022,104357,Consumer Discretionary,Construction/Ag Equipment/Trucks
NYAX,Nayax Ltd. Ordinary Shares,Israel,,11155,Technology,Computer Software: Prepackaged Software
NYC,American Strategic Investment Co. Class A Common Stock,,2020,435,Real Estate,Real Estate Investment Trusts
NYCB,New York Community Bancorp Inc. Common Stock,United States,,5414002,Finance,Banks
NYCB^A,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,United States,,45100,,
